GENDER_R,AGE_R,EARNHR,YRSQUAL,C_D05,C_Q09,D_Q03,D_Q05a2,D_Q09,J_Q02a,J_Q03b,J_Q04a
2,43,,6,3,15,,,,1,3,2
1,16,8.26,11,1,4,1,2008,2,2,0,1
2,30,,12,3,6,,,,1,1,1
2,46,4.91,12,1,5,1,2001,1,1,3,2
2,37,5.1,10,1,4,1,2009,5,1,2,1
2,56,,12,3,17,,,,1,1,1
2,36,,12,2,20,,,,1,2,1
2,53,,10,3,6,,,,1,0,1
1,43,14.45,12,1,21,1,1989,1,1,0,1
1,21,,6,2,1,,,,2,0,1
2,56,6.28,6,1,18,1,1994,1,1,2,1
1,44,4.4,10,1,30,1,2007,2,1,2,1
1,34,,6,1,10,,,,1,1,1
1,48,7,12,1,6,1,2010,2,1,0,2
1,49,13.85,12,1,23,1,2006,1,1,2,1
1,55,,10,1,30,1,,,1,3,1
2,42,,6,2,4,,,,1,2,1
1,34,12.72,17,1,12,1,2000,1,2,0,1
1,39,,10,2,3,,,,2,0,2
1,22,5.63,6,1,1,1,2008,5,2,0,1
1,27,6.74,14,1,6,1,2006,1,2,0,1
1,60,,12,1,40,1,,,1,2,1
2,49,,17,1,25,1,,,1,2,1
2,36,,6,3,10,,,,1,2,2
1,29,9.85,17,1,3,1,2011,2,1,0,1
1,28,11.21,12,1,3,2,2007,1,2,0,1
1,47,,6,1,30,1,,,1,2,1
1,54,,15,1,26,1,,,1,2,1
1,18,5.78,6,1,0,1,2010,5,2,0,1
1,46,7.51,10,1,18,1,1998,1,2,0,1
1,45,6.36,6,1,22,1,2008,2,2,0,1
1,48,11.89,10,1,34,1,1986,1,1,2,1
2,47,11.56,12,1,28,2,2007,1,1,1,1
2,31,,12,3,0,,,,1,2,1
2,47,,6,3,15,,,,1,2,1
2,36,11.56,17,1,10,2,2001,1,1,1,2
1,22,4.62,10,1,3,1,2005,2,2,0,1
1,43,,12,2,20,,,,1,1,1
2,42,5.39,14,1,14,1,1998,1,1,3,1
1,24,7.51,14,1,5,2,2005,2,2,0,1
1,32,7.51,6,1,12,1,2000,1,1,2,2
1,38,6.46,10,1,20,1,1991,1,1,2,1
1,25,,6,1,9,1,,,2,0,2
2,24,7,17,1,6,1,2010,2,2,0,1
1,41,,12,1,16,1,,,1,2,1
2,36,,17,3,4,,,,1,0,2
2,37,,14,1,13,1,,,1,2,1
1,48,,14,1,30,1,,,1,2,2
2,30,14.53,17,1,12,1,2005,1,1,1,1
1,61,,6,3,40,,,,1,5,1
1,33,12.02,17,1,5,2,2007,2,1,0,1
1,41,4.45,12,1,16,1,1997,1,1,1,1
1,65,,6,3,42,,,,1,1,1
1,60,,10,1,37,1,,,1,3,1
2,35,,10,3,11,,,,1,2,1
2,27,,15,3,2,,,,2,0,1
1,54,13.29,14,1,34,1,1995,1,1,1,1
1,58,,6,1,35,1,,,1,1,1
2,39,9.13,12,1,22,1,2003,1,1,2,1
2,51,,10,3,15,,,,1,2,1
1,47,,6,3,14,,,,2,0,1
1,53,,10,1,30,1,,,2,3,1
2,49,9,10,1,24,1,1997,5,1,2,1
1,30,21.3,17,1,3,2,2009,1,2,0,1
1,45,8.09,10,1,25,1,2010,1,1,2,1
1,41,9.13,14,1,22,2,1989,1,1,2,1
1,31,5.01,10,1,16,1,1995,1,2,0,1
1,38,,12,2,16,,,,2,0,1
1,26,8.59,12,1,7,1,2005,1,1,0,1
1,33,5.49,10,1,2,1,2009,2,1,2,2
1,19,,12,2,0,,,,2,0,1
2,48,20.04,17,1,10,2,2006,2,1,1,1
1,43,,12,3,8,,,,1,0,1
1,58,16.25,14,1,39,2,1975,1,1,2,1
1,19,,14,3,0,,,,2,0,1
1,30,9.25,12,1,5,1,2009,2,2,0,1
1,41,9.51,12,1,18,1,2006,1,1,1,1
2,29,6.94,12,1,9,1,2003,1,1,1,1
1,60,12.17,12,1,46,2,1972,1,1,2,1
2,32,9.83,12,1,12,1,2005,1,1,2,1
2,31,5,6,1,5,1,2008,2,1,2,1
1,29,25.82,17,1,9,2,2003,1,1,0,1
1,56,,6,3,35,,,,1,2,1
1,37,,15,1,2,1,,,1,0,1
1,51,,6,2,30,,,,1,2,2
2,37,7.93,17,1,10,2,2007,2,1,3,1
2,31,5.29,15,1,6,1,2009,1,1,1,1
2,49,,12,2,5,,,,1,1,2
2,61,13.75,12,1,41,2,1970,1,2,0,1
2,60,5.78,6,1,15,2,2008,2,1,1,1
1,55,9.43,14,1,24,2,1985,1,1,0,1
1,54,22.22,14,1,39,2,1983,1,1,1,1
1,60,,12,3,33,,,,1,3,1
2,20,2.77,10,1,3,1,2009,5,2,0,1
2,53,6.36,6,1,35,1,2003,2,2,3,1
2,37,4.58,15,1,4,1,2010,2,1,0,1
2,42,,10,2,1,,,,1,3,1
1,32,7,10,1,12,1,2010,3,2,0,1
1,62,,14,3,42,,,,1,1,1
1,62,,12,3,42,,,,1,3,1
1,59,23.12,17,1,31,2,1979,1,1,2,1
1,25,,10,2,7,,,,2,0,1
1,52,,17,1,26,1,,,1,1,1
2,40,,15,3,3,,,,1,2,1
2,42,10.05,14,1,19,2,1993,1,1,1,1
1,41,7.66,12,1,22,1,2004,1,1,1,1
1,60,,6,1,45,1,,,1,2,1
1,46,8.09,15,1,20,1,1992,1,1,2,1
2,47,46.37,10,1,12,1,2011,3,2,1,1
1,41,,15,1,15,1,,,1,0,1
1,49,6.17,10,1,30,1,1984,1,1,4,1
2,48,7.5,12,1,10,2,2003,1,1,0,1
2,24,4,6,1,7,1,2009,5,1,0,1
2,59,7.71,6,1,29,2,1982,1,1,2,1
1,52,9.83,14,1,30,1,1991,1,1,2,1
1,48,,10,2,20,,,,2,0,1
1,27,,15,3,0,,,,2,0,1
1,32,7.19,12,1,12,1,2009,1,2,0,2
2,40,11.23,14,1,5,2,2006,6,1,3,1
2,31,5.78,10,1,5,1,2009,1,1,1,2
2,27,5.78,14,1,2,1,2007,4,1,0,1
1,22,8.16,10,1,6,1,2008,2,2,0,1
2,65,,12,3,25,,,,1,1,1
2,38,,6,3,6,,,,1,1,1
1,54,,10,3,15,,,,2,2,1
2,18,,10,3,0,,,,2,0,1
1,43,,15,1,11,1,,,1,2,2
2,32,5.48,14,1,12,1,2011,1,1,1,1
2,46,5.28,6,1,9,2,2004,1,1,2,1
1,44,,6,1,32,1,,,1,1,1
2,49,8.12,14,1,26,2,2007,1,1,3,1
1,38,,14,1,20,1,,,1,2,1
1,51,,10,2,32,,,,1,4,1
1,34,10.98,15,1,10,1,2002,1,2,0,1
1,49,10,6,1,16,1,2003,2,1,1,2
1,24,,15,2,1,,,,2,0,1
1,29,18.19,17,1,5,2,2008,2,2,0,1
2,30,,10,2,4,,,,2,1,1
2,55,2.89,14,1,24,2,2006,1,1,2,1
1,30,,10,1,12,1,,,1,1,1
2,57,5.12,6,1,19,1,1972,1,1,4,1
2,51,,10,2,24,,,,1,0,1
2,48,,17,1,24,1,,,1,1,1
2,36,6.94,14,1,16,1,1995,1,1,0,1
1,65,,6,3,30,,,,1,4,1
1,29,,10,1,11,1,,,2,0,1
2,27,2.41,10,1,5,1,2010,2,2,0,1
2,28,7.19,17,1,4,1,2010,1,1,0,2
2,25,8.59,14,1,7,1,2009,6,1,1,1
1,48,6.47,15,1,17,3,2006,1,2,1,1
1,59,6.68,12,1,33,1,2000,1,1,4,1
2,43,,10,3,1,,,,1,2,1
2,48,6.94,6,1,21,1,2000,1,1,2,1
1,45,10.37,17,1,21,1,2003,1,1,2,1
1,47,,14,2,19,,,,1,3,1
2,59,,10,3,1,,,,1,4,1
1,55,,12,3,36,,,,1,1,1
1,46,24.04,17,1,21,2,2003,1,1,2,1
2,45,1.39,6,1,10,1,2011,5,1,4,2
1,59,,6,2,44,,,,2,1,1
2,51,,10,3,4,,,,1,1,1
2,26,5.2,17,1,1,1,2011,4,1,0,1
2,57,,15,3,43,,,,1,2,1
1,35,13,15,1,11,1,2011,2,1,0,1
1,59,15.21,15,1,36,2,1977,1,1,2,1
2,44,5.78,10,1,30,1,2008,1,1,2,1
1,56,9.25,6,1,40,2,1991,1,1,3,1
2,35,5.05,14,1,2,2,2011,2,2,1,1
2,27,16,6,1,3,1,2009,2,2,0,2
1,37,28.9,14,1,14,1,1998,1,2,0,1
2,36,19.38,17,1,13,1,2005,1,1,2,1
1,45,8.19,10,1,23,1,2008,1,1,2,1
2,21,,10,2,1,,,,1,2,1
2,62,,12,3,43,,,,1,1,1
1,42,17.84,17,1,19,2,1993,1,1,2,1
2,41,7.97,15,1,21,1,2003,1,2,0,1
1,52,14.55,12,1,30,2,1981,1,1,3,1
2,61,,6,3,9,,,,1,2,1
2,40,6.94,12,1,16,1,2007,1,2,2,1
2,34,,17,1,11,1,,,1,1,1
1,32,,12,2,1,,,,2,0,1
2,35,,6,2,1,,,,1,2,1
2,34,5.55,6,1,1,1,2010,1,1,3,2
2,55,,10,3,6,,,,1,4,2
2,32,9.62,17,1,6,1,2007,1,2,0,1
1,18,,10,3,0,,,,2,0,1
2,31,6.74,12,1,8,1,2003,1,2,0,1
1,39,7.53,6,1,28,1,2008,2,1,2,2
2,53,,10,3,4,,,,2,0,1
2,32,5.78,12,1,8,1,2003,1,1,0,1
1,28,15,17,1,6,1,2010,1,2,0,1
2,16,,10,3,1,,,,2,0,1
2,65,,6,3,8,,,,1,1,1
1,60,7.51,6,1,50,1,1989,1,1,2,1
2,43,5.78,14,1,20,1,1999,1,1,2,1
1,40,4,12,1,11,1,2002,1,1,1,1
2,40,9.25,12,1,22,1,1990,1,1,2,1
1,34,5.65,12,1,15,1,2005,1,2,0,1
1,24,,11,3,0,,,,2,0,1
1,18,,6,3,0,,,,2,0,2
1,38,,6,3,4,,,,1,3,1
1,53,10.57,10,1,40,2,1980,1,1,1,1
1,60,,15,2,40,,,,2,4,1
2,37,,12,2,11,,,,1,0,1
2,55,,14,2,35,,,,1,3,2
2,24,8,14,1,0,1,2010,2,2,0,1
2,63,,6,3,9,,,,1,0,1
2,43,,10,2,23,,,,1,2,1
1,37,6.47,10,1,19,1,2009,1,1,1,1
2,63,,6,3,7,,,,1,3,1
1,61,,12,1,41,1,,,1,2,1
2,43,,10,3,7,,,,1,2,1
2,28,,6,2,4,,,,1,1,1
1,44,,10,1,28,1,,,1,2,1
1,52,7.4,10,1,35,1,2009,2,1,2,1
2,49,51.98,17,1,25,1,2004,1,2,1,1
2,42,6.17,10,1,22,1,1989,1,1,2,1
2,44,,11,2,22,,,,1,2,1
1,22,6.94,14,1,40,1,2006,1,2,0,2
1,50,11,12,1,24,1,2011,3,1,1,1
1,37,,12,2,18,,,,1,2,2
1,22,,12,3,0,,,,2,0,1
1,50,21.87,21,1,25,2,1990,1,1,2,1
1,38,13.85,17,1,14,1,2000,1,1,2,1
1,26,7.51,6,1,7,1,2007,1,1,1,1
2,42,8.04,15,1,21,1,1992,1,1,3,1
2,17,42.5,10,1,2,1,2009,6,2,0,1
1,61,,6,1,45,1,,,1,2,1
1,44,,12,2,24,,,,1,0,1
2,40,,6,2,7,,,,1,2,1
1,59,27.88,15,1,37,1,1988,1,1,2,1
2,36,,14,3,13,,,,2,1,1
2,39,,15,3,5,,,,1,2,1
2,56,,6,3,37,,,,1,2,1
1,34,,10,2,2,,,,1,0,1
2,37,11.56,15,1,14,2,2003,1,1,2,1
2,45,13.21,12,1,22,2,1988,1,1,1,1
1,20,,10,3,0,,,,2,0,1
2,53,,12,1,22,1,,,1,2,1
2,38,12.02,15,1,10,1,2008,1,1,1,1
2,36,5.78,14,1,15,1,2005,2,1,1,2
2,32,5.55,12,1,12,1,2005,1,1,1,1
1,42,8.67,14,1,25,1,2009,1,1,3,1
2,42,,15,3,6,,,,1,1,1
2,50,19.82,15,1,24,2,1982,1,1,1,1
2,65,,6,1,20,1,,,1,4,1
1,36,10.28,10,1,20,2,1994,1,1,2,1
1,29,16.18,12,1,10,1,2007,2,2,0,2
1,33,,10,2,7,,,,2,0,1
2,29,5.45,14,1,8,2,2003,1,1,2,1
2,43,,12,2,7,,,,2,3,1
2,32,7.51,12,1,12,1,2006,1,1,1,1
1,25,5.78,17,1,1,1,2010,2,2,0,1
2,25,7.09,15,1,6,1,2010,2,1,0,1
1,30,,12,2,6,,,,1,0,1
1,57,11.56,12,1,38,1,1982,1,1,3,1
1,63,,6,3,44,,,,1,1,1
1,34,,6,3,9,,,,2,2,1
2,41,14.23,12,1,20,1,1990,1,1,2,1
2,26,,17,3,1,,,,1,0,1
1,37,10.32,15,1,11,1,2000,1,1,2,1
1,37,,17,1,13,1,,,1,0,1
2,38,,10,3,17,,,,1,2,2
2,41,3.53,12,1,3,1,2006,5,1,2,2
2,33,4.62,12,1,8,1,2003,1,2,0,1
1,43,6.94,10,1,40,1,2010,1,1,2,2
2,50,7.51,12,1,30,1,1995,1,1,3,1
2,36,,15,1,16,1,,,1,1,1
1,60,,12,2,30,,,,1,2,1
1,40,5.78,6,1,15,1,2011,1,2,2,2
1,61,,6,3,44,,,,1,3,1
1,55,,10,1,30,1,,,1,4,2
2,49,,12,1,28,1,,,1,1,1
2,39,,10,3,20,,,,1,2,2
2,42,13.08,15,1,20,2,1993,1,1,2,1
1,22,,6,2,3,,,,2,0,1
2,52,,10,1,11,,,,1,2,1
2,22,5.78,12,1,1,1,2006,2,2,0,1
2,44,,12,3,3,,,,1,2,1
2,40,8.41,14,1,20,2,2008,1,1,2,1
1,65,,6,3,42,,,,1,0,1
2,35,,14,2,7,,,,2,0,1
1,33,23.4,17,1,12,1,2008,1,1,2,1
1,55,,10,2,25,,,,1,2,1
2,45,10.31,15,1,22,2,1989,1,1,1,1
1,50,,6,3,35,,,,1,3,1
2,30,6.94,10,1,8,1,2003,1,2,1,1
1,52,,6,2,30,,,,1,1,1
1,25,,12,2,3,,,,1,1,1
1,31,25.71,12,1,12,1,1996,1,1,1,1
2,47,10.4,17,1,11,1,2006,1,2,2,1
1,30,5.09,12,1,8,1,2005,1,1,0,2
1,32,7.57,12,1,0,1,2011,2,2,0,2
2,29,6.65,12,1,4,1,2009,2,1,1,2
1,44,6.94,6,1,12,1,2008,2,1,2,1
1,31,,12,2,16,,,,1,0,1
1,42,,6,2,20,,,,1,1,1
2,33,3.85,12,1,15,1,2010,2,2,0,2
1,51,13.99,10,1,33,2,1978,1,1,3,1
1,50,,10,2,34,,,,1,2,1
1,61,,15,3,39,,,,1,2,1
1,29,64.74,14,1,5,2,2008,2,2,0,1
1,49,8.24,10,1,32,2,2010,2,1,2,1
1,44,8.09,12,1,24,1,2009,1,2,0,1
1,31,11.79,17,1,6,1,2005,1,2,0,1
1,20,,10,2,1,,,,2,0,1
2,56,13.12,10,1,42,2,1988,1,1,2,1
2,28,10.91,17,1,6,1,2010,2,1,0,1
2,27,,14,1,8,1,,,2,2,1
2,23,7.51,10,1,5,1,2009,1,2,0,1
1,39,,21,1,14,1,,,1,0,1
1,22,,12,3,2,,,,2,0,1
1,62,,15,3,32,,,,1,3,1
2,52,,15,3,3,,,,1,2,1
2,40,6.36,10,1,4,1,2008,2,1,2,2
2,29,8.08,14,1,7,1,2010,2,1,0,1
2,29,8.09,12,1,5,1,2007,1,1,0,2
1,31,,6,2,10,,,,2,0,1
1,46,6.94,10,1,30,1,1986,1,1,2,1
1,42,34.97,17,1,14,1,1997,1,1,2,2
2,46,,10,2,8,,,,1,2,1
2,61,,17,1,47,1,,,1,0,1
2,37,,12,3,3,,,,2,3,2
2,24,,10,3,0,,,,1,1,2
2,58,,12,1,38,1,,,1,2,1
2,37,,12,3,16,,,,1,1,1
2,40,,17,3,7,,,,1,0,1
1,24,3.96,14,1,7,2,2005,2,2,0,1
1,51,8.32,12,1,22,1,2011,1,1,0,1
2,45,13.87,17,1,6,2,2003,6,1,2,1
2,53,,10,3,34,,,,1,2,1
1,26,,10,2,7,,,,1,0,2
1,36,,12,1,14,1,,,1,1,1
2,35,9.91,15,1,13,1,1999,1,1,1,1
2,39,8.09,6,1,21,1,2008,6,1,1,1
1,52,,10,3,16,,,,1,3,2
2,45,7.51,12,1,8,1,2011,1,1,1,1
2,30,7.23,14,1,13,1,2006,2,2,0,1
2,63,,6,3,8,,,,1,1,1
2,43,,17,2,14,,,,1,1,1
1,26,,14,2,1,,,,2,0,2
2,43,,12,3,0,,,,1,1,1
2,59,,10,3,1,,,,1,4,1
1,18,5.78,10,1,0,1,2010,2,2,0,1
1,32,,12,3,2,,,,2,5,2
2,44,6.61,12,1,28,1,2007,1,1,2,2
2,25,4.62,10,1,3,1,2011,1,1,2,1
1,36,,6,1,20,1,,,1,1,1
2,31,,14,2,6,,,,1,0,1
2,29,,10,2,10,,,,1,0,1
2,50,,10,1,12,1,,,2,0,1
1,49,7.71,6,1,40,1,1991,1,1,6,2
2,41,6.94,6,1,13,1,2009,1,1,1,2
1,21,4.53,10,1,3,1,2009,1,2,0,1
1,52,4.16,10,1,38,1,1994,1,2,0,1
1,49,12.72,12,1,30,1,1981,1,1,2,1
1,24,,12,2,1,,,,2,0,1
1,38,25,10,1,6,1,2006,1,1,3,2
2,38,7.71,10,1,18,1,1999,1,1,1,1
1,50,,6,1,34,1,,,2,1,1
2,50,,11,3,16,,,,1,2,1
2,29,10.96,12,1,2,1,2005,1,2,2,1
2,41,13.29,14,1,22,1,2008,1,2,1,1
1,55,4.04,6,1,25,1,1993,1,2,0,1
2,20,9,12,1,2,1,2011,4,2,0,2
1,23,6.94,12,1,4,1,2007,1,1,0,1
2,39,10,14,1,8,1,2010,5,1,4,2
2,21,,14,2,1,,,,2,0,1
2,44,10.02,14,1,30,1,2003,1,1,1,1
2,50,6.29,10,1,3,1,2008,1,2,2,1
1,51,,11,3,33,,,,1,2,1
1,64,,14,3,38,,,,1,3,1
2,45,,10,2,11,,,,1,2,1
2,26,8.67,10,1,8,1,2006,1,1,0,1
2,42,,17,3,8,,,,1,3,1
2,51,15.47,15,1,29,2,1983,1,2,0,1
1,31,16.03,10,1,10,1,2008,2,1,1,1
1,56,16.11,12,1,40,1,1978,1,1,2,1
1,29,6.36,12,1,10,1,2005,2,1,3,2
1,30,,6,3,4,,,,1,2,2
2,61,17.47,21,1,37,2,1980,1,1,2,1
1,59,5.2,6,1,45,2,2009,1,1,1,1
2,49,,14,2,30,,,,2,1,2
1,56,14.29,10,1,30,2,1985,1,1,0,1
2,42,,10,3,20,,,,2,0,1
1,62,6.94,6,1,42,2,1971,1,1,2,1
2,33,5.28,12,1,10,1,2005,2,1,1,1
1,59,,14,2,45,,,,1,2,1
1,45,7.51,6,1,20,1,2007,1,1,1,2
2,57,,10,3,35,,,,1,5,1
2,40,,10,2,1,,,,1,1,1
1,61,,6,1,37,1,,,1,2,1
1,63,,10,1,24,1,,,1,3,2
2,19,,12,1,3,1,,,2,0,1
2,41,,14,3,3,,,,1,1,1
1,29,3.08,10,1,16,1,2011,6,2,0,1
2,45,,12,3,10,,,,1,3,1
2,38,,10,2,15,,,,1,2,1
2,30,8.48,15,1,13,1,2008,1,2,0,1
2,48,,12,3,12,,,,1,1,1
2,37,4.05,10,1,6,1,2009,2,1,0,2
1,58,,6,1,45,1,,,1,4,1
2,36,8.09,14,1,14,1,2004,1,1,0,1
1,32,,14,2,1,,,,2,0,1
1,36,14.45,14,1,17,2,2000,1,1,2,1
1,24,,6,2,3,,,,2,0,1
1,47,,6,3,8,,,,2,0,1
2,63,,6,3,15,,,,1,2,1
2,39,28.63,17,1,14,1,1999,1,1,2,1
2,29,,10,2,9,,,,1,1,2
2,48,8.99,10,1,18,2,1991,1,2,1,1
1,45,20.19,6,1,40,1,1991,1,1,2,1
2,42,5.51,10,1,17,1,1997,1,1,2,1
1,26,9.83,15,1,2,1,2003,1,2,0,1
1,32,6.94,15,1,2,2,2008,2,1,1,1
2,36,4,10,1,18,1,1996,1,1,1,1
1,32,17.84,17,1,5,2,2010,2,1,1,1
1,49,,15,1,31,1,,,1,3,1
1,44,16.18,10,1,29,1,1991,1,1,1,1
1,62,,6,3,45,,,,1,2,1
2,28,,17,2,8,,,,2,0,1
2,35,9.63,10,1,16,2,1995,1,1,22,1
2,40,10.85,12,1,20,1,1999,1,1,2,1
2,52,,6,2,15,,,,1,0,1
1,48,5.78,6,1,13,1,2011,2,1,1,2
1,42,10.32,15,1,14,2,1998,1,1,1,1
2,39,16.18,17,1,13,2,1998,1,1,2,1
1,24,7.51,10,1,4,1,2007,1,2,0,1
1,52,7.19,15,1,25,1,2011,1,1,1,2
1,26,20.67,14,1,7,1,2007,1,2,0,1
1,40,8.09,12,1,8,1,2002,2,1,2,1
2,33,11.56,12,1,11,1,2009,2,1,2,2
2,62,,10,3,18,,,,1,2,1
2,52,,17,2,12,,,,1,1,1
2,62,,10,3,12,,,,1,3,1
1,28,,6,2,2,,,,2,0,1
1,30,10.98,14,1,13,1,2000,1,2,0,1
1,46,15,17,1,20,3,2007,1,1,2,1
2,27,,17,2,3,,,,2,0,1
1,52,17.34,14,1,25,1,1988,1,1,2,1
2,38,,14,3,1,,,,1,1,1
2,39,9.37,17,1,13,2,2007,1,1,1,1
2,31,7.51,10,1,9,1,2007,2,1,2,1
1,35,11.45,14,1,8,1,2006,1,1,0,1
1,41,5.78,6,1,16,1,2011,2,1,2,2
2,37,,6,2,15,,,,1,1,2
2,54,,6,3,22,,,,2,0,1
1,37,11.56,6,1,21,1,1990,1,1,1,1
2,44,8.67,12,1,25,1,2002,1,1,1,1
2,50,,10,3,10,,,,2,3,1
1,34,16.18,12,1,13,1,2011,2,1,0,1
1,64,,6,3,43,,,,1,2,1
1,65,,6,3,33,,,,1,2,1
1,22,,12,3,4,,,,2,0,1
1,38,,12,2,5,,,,1,1,1
2,45,17.86,15,1,19,1,1997,1,1,2,1
1,64,,10,3,22,,,,1,2,1
2,51,,10,3,30,,,,1,2,1
1,58,8.09,10,1,22,1,2006,2,1,2,1
2,51,3.59,12,1,27,1,2005,1,2,4,2
2,23,,12,2,2,,,,2,0,1
2,39,,14,3,3,,,,1,1,2
1,35,8.65,14,1,13,1,1998,1,1,1,1
2,45,,6,3,6,,,,1,2,1
1,57,,10,2,32,,,,1,3,1
2,31,,17,1,6,1,,,2,0,1
2,53,,15,3,34,,,,1,2,1
2,26,5.55,10,1,7,1,2004,1,2,0,1
2,38,,10,3,12,,,,2,3,1
1,27,10.4,12,1,4,1,2006,1,2,0,1
1,44,,6,2,22,,,,1,2,2
2,54,,15,3,5,,,,1,1,1
2,36,3.26,12,1,5,1,2006,1,2,2,2
2,40,4.62,10,1,23,1,2006,1,1,2,1
1,33,,14,2,13,,,,2,0,1
1,49,,6,3,25,,,,1,2,2
2,60,8.09,12,1,35,1,2004,1,1,3,1
1,41,,6,2,23,,,,1,1,1
1,31,8.12,10,1,13,1,2007,1,1,0,2
1,43,,12,3,10,,,,1,0,2
2,56,,10,3,15,,,,1,1,1
1,47,12.55,15,1,24,1,2009,1,1,4,1
1,49,,6,1,34,1,,,1,2,1
1,38,6.94,14,1,14,1,2004,1,2,0,1
1,54,,6,3,27,,,,1,1,1
1,32,11.87,12,1,12,1,2003,1,1,2,1
2,59,,10,3,37,,,,1,2,1
1,37,,10,3,7,,,,2,0,1
2,32,14.42,15,1,10,1,2005,1,1,0,1
1,47,,15,3,13,,,,2,2,2
2,62,,6,3,25,,,,2,2,1
2,30,4.91,10,1,9,1,2002,1,1,0,1
1,20,,10,3,6,,,,2,0,1
1,46,11.56,12,1,27,1,2003,2,2,0,1
1,35,10.04,15,1,10,3,2001,1,1,1,1
2,40,8.09,10,1,20,1,2011,2,1,2,1
2,34,,6,2,5,,,,1,5,1
1,25,5.02,12,1,3,1,2011,2,2,0,1
1,26,,10,2,4,,,,2,0,1
2,53,7.23,10,1,25,1,2006,1,1,0,2
1,46,12.02,10,1,35,1,2003,2,1,3,1
1,53,,6,3,27,,,,2,0,1
2,30,11.56,15,1,6,2,2008,2,2,0,1
1,35,,14,2,10,,,,2,0,1
1,41,,14,3,16,,,,2,2,1
1,58,,12,2,28,,,,1,2,1
2,60,,12,1,16,1,,,1,2,1
1,63,,6,3,37,,,,1,3,1
1,48,7.16,6,1,22,1,1998,1,1,0,1
1,49,12.5,15,1,27,2,1984,1,1,2,1
2,49,13.87,17,1,22,2,2007,1,1,2,1
2,40,,12,3,8,,,,1,2,1
1,50,,10,1,30,1,,,2,3,2
2,62,,6,3,3,,,,1,2,1
2,22,8.67,14,1,1,1,2011,2,2,0,1
2,47,,10,3,11,,,,1,2,1
1,54,,6,3,38,,,,2,2,1
1,27,,10,2,8,,,,1,0,1
2,43,15.69,17,1,16,2,1994,1,1,2,1
2,35,10,14,1,14,1,2010,2,1,2,1
2,38,,11,2,6,,,,2,0,2
1,55,,10,1,38,1,,,1,3,1
2,22,12.72,14,1,4,1,2007,3,2,0,1
1,45,9.25,15,1,17,1,1994,1,1,1,1
2,28,6.36,14,1,7,1,2006,1,1,0,1
2,35,13.87,15,1,12,2,2007,1,1,1,1
1,45,6.94,10,1,25,1,1996,1,1,2,1
1,61,,6,3,35,,,,2,0,1
2,65,,6,3,10,,,,1,2,1
2,30,14.82,17,1,10,2,2007,1,2,0,1
1,23,,12,3,1,,,,2,0,1
1,42,9.91,12,1,24,1,1989,1,1,4,1
2,64,,6,3,4,,,,2,4,1
1,51,17.34,10,1,30,2,1980,1,1,1,2
1,35,17.34,10,1,18,1,2000,1,1,2,1
1,44,6.92,10,1,20,1,2003,1,1,2,1
1,31,,6,2,4,,,,2,0,1
2,40,8.57,15,1,15,1,1997,1,2,1,1
2,35,,15,2,12,,,,1,2,1
2,41,,10,1,6,1,,,2,2,1
1,45,11.25,6,1,29,2,1983,1,1,2,1
1,30,7.23,6,1,13,1,2008,1,2,0,1
2,47,13.01,15,1,24,2,1996,1,1,2,1
2,44,5.93,6,1,22,1,1999,1,2,1,1
2,40,12.24,14,1,16,2,1995,1,1,1,1
1,51,8.09,10,1,35,1,2005,1,1,1,1
2,56,,6,3,8,,,,1,5,1
1,40,7.51,10,1,24,1,2001,1,1,2,1
2,42,5.78,10,1,5,1,2010,2,1,2,1
2,16,,10,3,1,,,,2,0,1
2,58,,6,3,12,,,,1,2,1
1,37,5.34,6,1,22,1,2004,2,2,0,2
1,50,6.94,6,1,35,1,2003,1,1,2,1
1,47,,6,2,23,,,,1,2,1
2,28,6.47,12,1,6,1,2005,1,1,0,1
2,38,7.4,10,1,13,1,1998,1,1,1,1
1,45,10.45,14,1,20,1,1991,2,1,1,1
1,38,,15,2,11,,,,1,1,1
2,45,,10,3,2,,,,1,2,1
2,61,,14,3,34,,,,1,3,1
1,46,14.45,15,1,23,1,1990,1,1,2,1
1,50,,6,2,20,,,,1,2,1
2,36,,10,1,20,1,,,1,2,1
1,51,19.82,21,1,29,2,1983,6,1,4,1
1,18,7.09,12,1,1,1,2011,1,2,0,1
1,65,,6,3,50,,,,1,2,1
1,50,20.03,17,1,24,2,2007,1,1,1,1
1,53,,14,2,28,,,,2,2,2
2,38,10.77,15,1,13,1,2000,1,1,1,1
1,29,8.67,12,1,10,1,2001,1,1,0,1
1,43,,14,3,21,,,,2,0,1
2,41,8.52,10,1,19,1,1996,1,1,1,1
2,20,,6,3,0,,,,2,0,1
2,46,,10,1,30,1,,,1,3,1
1,21,8.59,12,1,4,1,2010,2,2,0,1
1,33,,6,1,17,1,,,1,1,1
1,22,6.07,6,1,3,1,2010,2,2,0,1
1,36,12.72,14,1,14,1,1997,1,2,2,1
1,36,7.28,15,1,13,1,2010,1,1,5,2
2,51,9.91,14,1,20,2,1992,1,1,3,1
1,40,9.51,12,1,18,1,1989,1,1,2,1
1,54,5.77,6,1,38,1,2011,2,1,2,1
1,42,13.87,14,1,21,1,1997,1,1,0,1
1,41,8.09,10,1,25,2,2009,1,1,2,1
2,34,,15,3,5,,,,1,1,1
